training batch,Standardized_SMILES,y_true,y_preds,LogP
4,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,17.7,26.923515,5.160800000000005
4,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,106.0,104.149536,5.144700000000002
4,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,9.3,30.72952,5.144300000000007
4,CCc1nn(C2CCCCC2)c2cc(C3(C#N)CCC(C(=O)O)CC3)ccc12,62.7,54.871002,5.140080000000005
4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,104.7,98.0436,5.080400000000001
4,Cc1ccc(C(C)c2ccc(C)c(C)c2)cc1C,41.1,33.078484,5.072080000000004
4,CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC,14.7,22.98265,5.061800000000005
4,CC(C)c1cc(C(C)C)cc(C(C)C)c1,-31.8,-1.0770688,5.056800000000004
4,CCCCC(CC)COC(=O)CCCCC(=O)OCc1ccccc1,13.5,17.439304,5.049800000000006
4,CCc1cc(C2=C(C(=O)O)N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,81.3,68.662056,5.049400000000004
4,C1CCC(SSC2CCCCC2)CC1,22.7,30.026138,5.033200000000004
4,CCCCCCCCCCCC(=O)OCC(C)OC(=O)CCCCC(=O)O,34.3,45.793266,5.027200000000004
4,CC1=C2CC3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,-3.7,2.2435794,5.0019000000000045
4,O=C(O)c1cccc(CC2COc3ccc(OCc4nc5cc(F)ccc5s4)cc3C2O)c1,64.6,57.327583,4.9973000000000045
4,CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,56.4,43.63763,4.980700000000004
4,O=C(NC(c1ccccc1)C1CCCCN1)c1cccc(C(F)(F)F)c1Cl,4.4,13.116377,4.972000000000004
4,CCCCCCCCCC=CCc1cc(O)oc1O,98.4,102.49181,4.9302000000000055
4,CCCCCCCCC=CCCCCCCCC(=O)OCC(O)CO,76.5,59.20063,4.920300000000006
4,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,94.7,78.05656,4.892600000000002
4,Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,54.1,56.62164,4.871880000000004
4,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,69.7,62.195644,4.8618
4,CC(=O)SC1C=C2CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-5.9,2.9170294,4.852300000000005
4,CCCCCCCCCCCCCO[P](=O)(=O)O,104.9,78.98087,4.844900000000005
4,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,104.6,102.68829,4.841100000000001
4,CCC(=O)OC1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,31.3,22.143335,4.840100000000005
4,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,49.2,61.870396,4.839900000000005
4,O=C(OCC1OC(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C(OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)C1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,94.0,93.22426,4.838100000000016
4,CCCCCCCCCCCCS,5.1,25.888357,4.837100000000006
4,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,10.0,33.545715,4.817200000000005
4,Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccccc1C(F)(F)F,103.1,100.25121,4.808500000000001
4,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,80.7,54.372734,4.805200000000005
4,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,1.0,12.172763,4.7938000000000045
4,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,-0.5,13.2819805,4.7938000000000045
4,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,29.1,25.653679,4.792620000000005
4,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,102.0,95.01756,4.785200000000004
4,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],102.9,93.59749,4.757500000000002
4,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,98.9,73.39542,4.7574
4,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,75.6,61.19363,4.744900000000003
4,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,23.8,27.925045,4.738100000000003
4,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccc(Cl)cc1,90.4,79.94314,4.736400000000003
4,COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,94.1,78.40589,4.726000000000004
4,CC(=O)C1CCC2C3CC=C4CC(=O)CCC4(C)C3CCC12C,16.5,15.996627,4.723500000000005
4,CC(COc1ccc(Oc2ccccc2)cc1)Oc1ccccn1,44.7,44.42436,4.720200000000004
4,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,102.8,99.24809,4.718100000000002
4,CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,103.2,101.884895,4.694900000000004
4,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,68.4,66.244316,4.693900000000002
4,CCCCCCCCCc1ccc(O)cc1,89.2,93.46032,4.685300000000005
4,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,-4.5,19.809685,4.682900000000004
4,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,24.8,35.952366,4.680000000000004
4,O=C(OC1CCCCC1)c1ccccc1C(=O)OC1CCCCC1,37.8,37.57001,4.665600000000004
4,CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,35.5,35.881233,4.644200000000002
4,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,105.0,103.78742,4.625400000000002
4,CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,99.4,85.09298,4.601700000000003
4,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,51.1,41.846172,4.600280000000004
4,CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,28.5,31.897732,4.594400000000005
4,CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,88.2,84.26622,4.564500000000002
4,CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1,94.9,86.513535,4.560200000000004
4,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,98.4,75.43841,4.5523
4,CCCCOP(=O)(OCCCC)OCCCC,1.5,29.396458,4.544600000000004
4,CC(C)CCCCCCc1ccc(O)cc1,104.2,92.60201,4.541200000000005
4,CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,7.4,14.711032,4.538800000000004
4,CCCCCCCCCCC,4.9,25.888357,4.537100000000004
4,CCCCCCCCCCCCN1CCCC1=O,29.7,25.674198,4.529700000000004
4,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(Cc3sc(=O)[nH]c3O)cc1)O2,99.0,92.512215,4.526360000000005
4,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,26.2,36.799515,4.516500000000003
4,O=C(O)c1ccc2c(c1)nc(C(=O)NC1CCN(C3CC3)CC1)n2Cc1cc(-c2ccc(Cl)s2)on1,46.2,52.265106,4.509300000000004
4,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,100.7,104.47007,4.5085000000000015
4,CCCCCCCCCCCCCCOS(=O)(=O)O,98.8,96.19876,4.506900000000004
4,CCOP(=S)(OCC)SCSC(C)(C)C,75.3,64.1589,4.506300000000004
4,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,25.9,19.435947,4.481400000000002
4,ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,-20.2,0.2584224,4.452700000000001
4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,103.85,98.0436,4.4451
4,Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,8.2,16.868294,4.413000000000003
4,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,6.2,14.88222,4.410500000000004
4,CCCCOC(=O)CCCCCCCC(=O)OCCCC,29.2,13.2819805,4.403700000000004
4,CC(C)=CCCC(C)=CCCC(C)=CCO,90.0,68.75266,4.397900000000004
4,C=CC(C)(O)CCC=C(C)CCC=C(C)C,75.4,64.70046,4.396300000000004
4,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,49.6,40.291336,4.380600000000004
4,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,17.7,21.15021,4.3742000000000045
4,CCCCCCCCCc1ccc(OCCO)cc1,44.3,36.968407,4.350800000000005
4,CCCCCCCCCCCCOCC1CO1,57.7,49.240593,4.322700000000004
4,Cc1cc(N=Nc2ccccc2C)ccc1N,111.0,104.45069,4.301040000000003
4,Clc1cc(Cl)c(Cl)cc1Cl,1.5,30.722523,4.3002
4,CCCCCCCCc1ccc(O)cc1,102.5,93.46032,4.295200000000005
4,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,-4.6,22.467018,4.292000000000004
4,CCCCCCCCCCCCCO,46.3,40.69422,4.289700000000004
4,CC(=O)C1C(C#N)CC2C3CC=C4CC(O)CCC4(C)C3CCC21C,-24.9,-6.44546,4.264980000000004
4,CC(C)c1cccc(C(C)C)c1NC(=O)NS(=O)(=O)c1cc(C(C)(C)O)co1,37.3,41.745884,4.264200000000003
4,O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1,26.8,35.30262,4.260800000000003
4,Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,45.9,33.743332,4.247820000000004
4,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,72.3,56.42758,4.2432000000000025
4,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,103.1,90.84158,4.2418000000000005
4,CCCCCCCCCCCCN1CCOCC1,38.8,25.390812,4.239500000000003
4,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,40.2,51.094032,4.236100000000003
4,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,89.6,74.21568,4.2356000000000025
4,CC(C)=CCCC(C)(O)C1CC=C(C)CC1,41.0,34.42601,4.230200000000004
4,CC(C)CCCCCCc1ccc(OCCOCCO)cc1,2.8,12.864266,4.223300000000004
4,COc1ccc(-n2nc(C(F)F)cc2-c2ccc([S+](C)[O-])cc2)cc1,33.1,33.061047,4.222900000000003
4,CCCCCCC(C)OC(=O)COc1[nH]c(F)c(Cl)c(=N)c1Cl,84.2,64.80313,4.220970000000003
4,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,103.0,89.37237,4.217100000000003
4,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,86.0,68.31736,4.206160000000003
4,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,10.5,14.043348,4.170400000000003
4,CON=C(C(=O)OC)c1ccccc1CON=C(C)c1cccc(C(F)(F)F)c1,65.4,66.98051,4.169700000000004
4,Clc1ccc(C(Cl)(Cl)Cl)cc1,98.8,67.88742,4.1667000000000005
4,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,100.2,94.55481,4.157700000000002
4,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,39.2,45.72065,4.157400000000004
4,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,104.7,84.08401,4.152100000000004
4,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],89.2,69.99671,4.148200000000004
4,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],37.5,54.95696,4.148200000000004
4,O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccccc2)c1,79.0,67.21257,4.125000000000003
4,CCCCCCCCCCCCCOS(=O)(=O)O,104.5,96.19876,4.116800000000002
4,N#Cc1[nH]n(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(=N)c1[S+]([O-])C(F)(F)F,57.4,62.914265,4.10955
4,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,56.8,50.61711,4.107600000000001
4,CC(C)(C)CC(C)(C)c1ccc(O)cc1,94.7,94.93371,4.106000000000003
4,COC(=O)N(C(=O)N1COC2(C(=O)OC)Cc3cc(Cl)ccc3C2=N1)c1ccc(OC(F)(F)F)cc1,37.9,41.43309,4.093300000000003
4,CCCCCCCCCCCC(=O)OC,32.1,30.896652,4.080300000000003
4,COCCOCC(CC1(C(=O)NC2CCC(C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,4.8,10.728147,4.070000000000002
4,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,16.4,14.462746,4.066300000000004
4,c1ccc2c(c1)sc1ccccc12,15.7,44.039783,4.054500000000002
4,CC(=O)C(C)=CC1=C(C)CCCC1(C)C,41.3,39.574474,4.048300000000003
4,CCC(=O)C=CC1=C(C)CCCC1(C)C,49.8,42.809216,4.048300000000003
4,CCN(CC)C(=O)SCc1ccc(Cl)cc1,40.6,39.87742,4.035000000000004
4,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,59.8,55.697487,4.034520000000002
4,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,14.5,18.554821,4.026200000000004
4,N#CC(CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,22.8,24.960804,4.025880000000003
4,FC(F)(F)c1ccc(Cl)c(Cl)c1,8.3,17.023115,4.012200000000001
4,C1=CCCC=CCCC=CCC1,10.5,35.75742,4.009200000000003
4,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,71.1,58.369526,4.000500000000003
4,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,105.5,95.128654,3.9954000000000014
4,CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,82.7,61.119358,3.990000000000003
4,CC(C)(C)c1cccc(C(C)(C)C)c1O,30.0,40.08731,3.987200000000004
4,CCCC(CC)c1ccccc1,8.8,31.883682,3.9803000000000033
4,O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1,97.3,99.9885,3.976200000000001
4,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,20.9,21.239513,3.9591000000000034
4,COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,99.6,95.77378,3.9379000000000017
4,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,101.7,87.986595,3.9273200000000026
4,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,50.1,38.252617,3.9192000000000022
4,CCCCCCCCOC(=O)c1ccc(O)cc1,96.7,89.31342,3.909500000000003
4,CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1,45.7,45.05409,3.9089000000000023
4,CCCCCCCCCCCCO,71.3,40.69422,3.899600000000004
4,CCCCCCC(O)CC=CCCCCCCCC(=O)OCC(O)CO,85.6,68.67506,3.891100000000003
4,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21CC,18.0,20.828712,3.882600000000004
4,CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,37.5,19.562109,3.879200000000002
4,CCCC(=NOCC)C1C(=O)CC(CC(C)SCC)CC1=O,55.5,49.832275,3.8751000000000033
4,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,99.7,72.36487,3.873400000000001
4,O=C(OCCCCCOC(=O)c1ccccc1)c1ccccc1,16.3,35.30262,3.870700000000003
4,CN(C)c1ccc(N=Nc2ccccc2C(=O)O)cc1,109.1,102.589325,3.866200000000002
4,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,24.5,31.73834,3.863400000000003
4,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,49.3,48.853844,3.862600000000003
4,C=CCCCCCCCCC(=O)OCC,26.8,32.464275,3.8563000000000023
4,CCCCCC(C=O)=Cc1ccccc1,77.3,70.864876,3.8492000000000033
4,CCCCCCC(=O)c1ccccc1,41.7,49.059845,3.8397000000000014
4,CC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3CCC21C,13.9,19.670944,3.8384000000000023
4,CCCCCCCCc1ccc(S(=O)(=O)O)cc1,101.3,92.4918,3.836300000000003
4,COc1cccc(C(O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,-16.9,-1.6859925,3.831000000000003
4,O=Nc1ccc(Nc2ccccc2)cc1,108.9,92.81388,3.828100000000002
4,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,15.3,28.405064,3.817400000000002
4,COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,33.6,32.475067,3.8145000000000016
4,CCC(C)(c1ccc(O)cc1)c1ccc(O)cc1,95.2,86.7632,3.8138000000000014
4,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,102.2,98.0436,3.8098
4,Cc1[nH]n(-c2cc(S(=O)(=O)O)ccc2Cl)c(=O)c1N=Nc1ccccc1,109.6,103.69358,3.789520000000001
4,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,40.7,51.659424,3.784220000000002
4,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,21.5,23.484547,3.7726000000000015
4,COc1cc(S(=O)(=O)O)c(C)cc1N=Nc1c(O)ccc2cc(S(=O)(=O)O)ccc12,94.8,100.78326,3.771220000000001
4,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,68.6,68.909836,3.7638000000000025
4,CCCCC(CC)COC(=O)c1ccccc1C(=O)O,99.0,71.324936,3.7580000000000022
4,CCCCCCCCC,3.2,25.888357,3.7569000000000026
4,CC[N+](CC)(CC([O-])=Nc1c(C)cccc1C)Cc1ccccc1,17.1,24.088297,3.750540000000002
4,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],97.6,94.13489,3.748700000000002
4,CCCCCCCCCCCCOCCOS(=O)(=O)O,98.4,91.39614,3.7433000000000014
4,O=C(O)CCN(C1(C(O)=NO)CCCC1)S(=O)(=O)c1ccc(Oc2ccc(F)cc2)cc1,30.0,48.595325,3.741900000000002
4,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,62.2,50.04232,3.737600000000002
4,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,102.5,84.17535,3.7359000000000018
4,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,71.8,65.61942,3.732100000000002
4,CCOP(=S)(OCC)SCSCC,79.7,63.10013,3.727700000000003
4,CCCCCCCCCCCCOS(=O)(=O)O,102.3,96.19876,3.726700000000002
4,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],105.0,84.74751,3.720340000000003
4,CC(C)(c1ccccc1)c1ccc(O)cc1,103.1,97.25924,3.7181000000000015
4,CCCCCCCCCC(C)=O,15.8,27.100431,3.716100000000002
4,Oc1ccc(-c2ccccc2)cc1Cl,105.7,102.04869,3.712600000000001
4,CCCCCCCCCC[N+](C)(C)[O-],9.3,16.352833,3.7013000000000025
4,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,17.65,25.804697,3.689800000000001
4,Cc1[nH]n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)c(=O)c1N=Nc1ccc(S(=O)(=O)O)cc1,102.2,102.11511,3.6896200000000015
4,CCCCN(CCCC)CCCC,38.5,34.30087,3.6887000000000025
4,[O]P(=O)(Oc1ccccc1)Oc1ccccc1,45.8,62.58648,3.6830000000000016
4,CCCCc1ccc(Cl)cc1,15.3,25.545801,3.6826000000000025
4,Oc1c(Br)cc(Br)cc1Br,105.0,99.10551,3.6797
4,CCCCCCC(C)(C)S,11.2,18.53593,3.6652000000000022
4,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,69.0,65.678604,3.662900000000002
4,CC(=O)C=CC1=C(C)CCCC1(C)C,33.0,35.524197,3.6582000000000026
4,OC1CCCCCCCCCCC1,44.9,37.820984,3.652000000000003
4,Clc1ccc(Cl)c(Cl)c1,7.5,24.97141,3.6468000000000007
4,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,78.6,77.95522,3.645100000000002
4,CC(C)c1cccc(C(C)C)c1O,65.9,68.07503,3.6390000000000025
4,Oc1ccc(Cl)cc1Cc1ccccc1,105.0,97.93417,3.6364000000000023
4,CCC(C)(C)C1CCC(OC)CC1,34.2,30.32466,3.6278000000000015
4,CCN(CC)C(=S)SSC(=S)N(CC)CC,55.2,53.60422,3.621200000000002
4,COP(=S)(OC)Oc1ccc(SC)c(C)c1,94.0,85.028755,3.6130200000000015
4,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,87.9,75.92108,3.612600000000002
4,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,57.3,53.525696,3.6101000000000023
4,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,93.2,87.23087,3.609600000000003
4,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,51.3,59.260937,3.609200000000002
4,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,83.7,63.7652,3.6038000000000014
4,CCCCOC(=O)c1ccccc1C(=O)OCCCC,70.8,45.887436,3.600400000000003
4,CC(C)=CC1C(C(=O)OCn2c(O)c3c(c2O)CCC=C3)C1(C)C,28.1,28.08259,3.597800000000003
4,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,39.1,49.395332,3.5847200000000026
4,CCCCCCCCCCCCCC(=O)OCC(O)CO,38.1,30.72952,3.583900000000002
4,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-8.0,11.613506,3.5801000000000016
4,COC1COCCC1NC1CCC(C(=O)N2CCc3ncc(C(F)(F)F)cc3C2)(C(C)C)C1,20.9,24.427347,3.573500000000003
4,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,102.4,102.68829,3.5705
4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,31.9,41.924652,3.567700000000002
4,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc3nonc3c2)cc1,5.1,14.019115,3.5675000000000017
4,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,108.6,99.70296,3.566400000000004
4,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,15.9,27.091425,3.566200000000003
4,CCN(C(=O)c1cc(C)cc(OCC(C)N=c2cc[nH]cc2)c1)C(C)C,5.9,24.8178,3.5618200000000018
4,Clc1cccc(C(Cl)(Cl)Cl)n1,76.0,68.11067,3.5617
4,O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,100.2,94.31826,3.560100000000002
4,CCC(C)(CCCC(C)C)OC(C)=O,9.6,8.162624,3.544500000000003
4,O=C(Nc1ccccc1)c1ccccc1I,73.6,64.55857,3.5435000000000016
4,CC(Oc1ccc(CNC(=O)c2cccnc2Oc2ccc3c(c2)OCO3)c(F)c1)C(=O)O,11.1,21.565979,3.523600000000002
4,CCCCCCCOC(=O)c1ccc(O)cc1,103.0,89.31342,3.5194000000000027
4,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,66.8,55.57844,3.516400000000002
4,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,56.9,62.07066,3.5139200000000006
4,ClC(Cl)(Cl)c1ccccc1,62.4,70.51758,3.513300000000002
4,O=NN(c1ccccc1)c1ccccc1,86.7,78.0516,3.5061000000000018
4,CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,34.7,40.66133,3.4940000000000024
4,C#CC1(O)CCC2C3CC=C4CC(=O)CCC4C3CCC21C,15.8,22.051542,3.4925000000000024
4,CSC1=NC(C)(c2ccccc2)C(=O)N1Nc1ccccc1,35.3,49.10495,3.4901000000000018
4,c1ccc(Oc2ccccc2)cc1,57.9,52.684586,3.478900000000001
4,CCSC(=O)N(CC(C)C)CC(C)C,13.3,32.761776,3.4735000000000023
4,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,10.1,21.993765,3.4697000000000022
4,CCC(=O)OC(C)(C)C1CC=C(C)CC1,11.6,17.407337,3.4646000000000026
4,NC(=O)N(O)C1C=CC(Oc2cccc(Oc3ccc(F)cc3)c2)C1,93.0,74.611855,3.4638000000000027
4,O=c1cc(-c2ccccc2)oc2ccccc12,95.1,68.065895,3.4600000000000017
4,Cc1ccc(C)c2ccccc12,55.0,46.810753,3.456640000000002
4,O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccccc3)c(O)ccc2c1,108.8,106.88864,3.454200000000002
4,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3cc(S(=O)(=O)O)ccc23)cc1,97.9,100.242546,3.454200000000001
4,CC1=CCC(=C(C)C)CC1,19.0,37.723194,3.453000000000002
4,CC=CC=CCCCCCCCO,61.9,59.649975,3.451600000000002
4,CCCCCCCCCCCC(=O)N(C)CC(=O)O,85.9,68.85825,3.4503000000000013
4,O=C(c1ccccc1)C1CCCCC1,45.5,49.446507,3.449600000000002
4,c1ccc(P(c2ccccc2)c2ccccc2)cc1,17.6,40.060387,3.4448000000000016
4,CCC(C)(CC)c1cc(=NC(=O)c2c(OC)cccc2OC)o[nH]1,79.6,76.38154,3.443700000000001
4,O=C(C=Cc1ccccc1)OCc1ccccc1,75.4,52.344616,3.443200000000002
4,c1ccc(Nc2ccccc2)cc1,83.8,69.08396,3.430200000000001
4,CCCCc1ccc2cccc(S(=O)(=O)O)c2c1,101.1,95.80468,3.429100000000002
4,CCCCCCOC(=O)c1ccccc1,51.2,37.519867,3.423700000000002
4,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,96.0,94.55481,3.423700000000002
4,CN(C)c1ccc(Cc2ccc(N(C)C)cc2)cc1,46.2,37.88327,3.4094000000000024
4,COc1ccc(C=CS(=O)(=O)NC(=O)c2ccc(C)cc2Cl)cc1,88.8,82.0446,3.387520000000002
4,NC(=O)N1c2ccccc2C=Cc2ccccc21,56.6,55.780045,3.3872000000000018
4,Oc1c2c(c(O)n1SC(Cl)(Cl)Cl)CC=CC2,89.1,87.694435,3.3781000000000008
